recipe_id,recipe_name,ingredients,cuisine,veg_nonveg,instructions,prep_time,difficulty,category,calories,image_url
45,Vegetable Cutlet,"Potato, carrot, peas, green beans, onion, garlic, breadcrumbs, cornflour, oil, salt, black pepper, chili powder, coriander leaves",Indian,veg,"Boil and mash potatoes. Steam or boil carrots, peas, and beans and chop finely. Mix mashed potatoes with vegetables, chopped onion, garlic, cornflour, salt, black pepper, chili powder, and coriander leaves. Shape mixture into small patties. Coat with breadcrumbs. Heat oil in a pan and shallow fry cutlets on medium heat until golden brown on both sides. Serve hot with chutney or sauce.",30,Easy,Dinner,250,Images/Indian Dinner.jpg
46,Chicken Cutlet,"Chicken breast, boiled potato, onion, garlic, breadcrumbs, cornflour, oil, salt, black pepper, chili powder, egg",Indian,non-veg,"Boil and shred chicken. Mash boiled potato. Mix chicken, mashed potato, chopped onion, minced garlic, salt, black pepper, and chili powder. Shape mixture into small patties. Coat with beaten egg and then breadcrumbs. Heat oil in a pan and shallow fry cutlets on medium heat until golden brown on both sides. Serve hot.",35,Medium,Dinner,400,Images/Indian Dinner.jpg
47,Pancakes,"All-purpose flour, milk, egg, butter, sugar, baking powder, salt, vanilla essence (optional), honey or syrup (optional)",Continental,veg,"In a bowl, mix flour, baking powder, sugar, and salt. In another bowl, whisk egg with milk and melted butter. Add vanilla essence if using. Combine wet and dry ingredients and mix until smooth, avoiding lumps. Heat a non-stick pan on medium heat and grease lightly with butter. Pour batter onto pan and cook until bubbles appear on the surface, then flip and cook the other side until golden. Serve hot with honey, syrup, or fruits.",20,Easy,Dinner,250,https://images.unsplash.com/photo-1612182062633-9ff3b3598e96?q=80&w=419&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
48,Fruit Salad,"Apple, banana, orange, grapes, kiwi (optional), honey or lemon juice, mint leaves (optional)",Continental,veg,Wash and peel fruits if necessary. Chop all fruits into bite-sized pieces. Mix gently in a bowl. Add a little honey or lemon juice to enhance flavor. Garnish with mint leaves if desired. Serve fresh chilled.,10,Easy,Dinner,250,https://images.unsplash.com/photo-1658431618300-a69b07fb5782?q=80&w=387&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
49,Chicken Fried Rice,"Cooked rice, chicken breast, garlic, onion, soy sauce, oil, green peas, carrot, black pepper, spring onion for garnish",Chinese,non-veg,"Heat oil in a wok on high heat. Add minced garlic and chopped onion, saut until fragrant. Add chicken pieces and cook until lightly browned. Add chopped carrot and green peas, stir-fry for 23 minutes. Add cooked rice and soy sauce, tossing everything well for 34 minutes until heated through. Season with black pepper and garnish with spring onion. Serve hot.",25,Easy,Lunch,400,https://images.unsplash.com/photo-1603133872878-684f208fb84b?q=80&w=725&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
50,Vegetable Poha,"Flattened rice (poha), onion, green peas, carrot, green chili, curry leaves, mustard seeds, turmeric, oil, salt, lemon juice, coriander leaves",Indian,veg,"Rinse poha under water and drain completely. Heat oil in a pan and add mustard seeds. Once they splutter, add curry leaves, chopped onion, green chili, and carrot. Sauteee until onion is soft. Add green peas, turmeric, and salt. Mix well. Add drained poha and toss gently to combine. Cook for 23 minutes on low heat. Add lemon juice and garnish with coriander leaves. Serve hot.",15,Easy,Dinner,250,Images/Indian Dinner.jpg
51,Vegetable Khichdi,"Rice, split yellow lentils (moong dal), carrot, peas, beans (optional), ginger, green chili, cumin seeds, turmeric, oil or ghee, salt, water, coriander leaves",Indian,veg,"Rinse rice and lentils thoroughly. Chop carrot and beans into small pieces. Heat oil or ghee in a pressure cooker or pot. Add cumin seeds, chopped ginger, and green chili. Sauteee for 12 minutes. Add chopped vegetables, turmeric, and salt. Stir for 2 minutes. Add rice and lentils, pour water (about 3 cups for 1 cup rice and 1/2 cup lentils), mix well. Cook covered on low heat for 20 to 25 minutes or pressure cook for 23 whistles until rice and lentils are soft. Garnish with chopped coriander and serve hot with yogurt or pickle.",30,Easy,Dinner,250,Images/Indian Dinner.jpg
52,Chicken Khichdi,"Rice, split yellow lentils (moong dal), chicken pieces, ginger, garlic, green chili, cumin seeds, turmeric, oil, salt, water, coriander leaves",Indian,non-veg,"Heat oil in a pressure cooker or pot. Add cumin seeds, chopped ginger, garlic, and green chili. Sauteee until aromatic. Add chicken pieces, turmeric, and salt. Cook for 56 minutes until chicken changes color. Add rice and lentils, pour water (about 34 cups), mix well. Cook on low heat for 25 to 30 minutes or pressure cook for 34 whistles until chicken, rice, and lentils are soft. Garnish with coriander and serve hot.",40,Medium,Dinner,400,Images/Indian Dinner.jpg
53,Vegetable Paratha,"Whole wheat flour, boiled potato, carrot, peas (optional), onion, green chili, coriander leaves, salt, black pepper, oil or ghee",Indian,veg,"Prepare dough by mixing flour with water and a pinch of salt. Rest for 20 minutes. Boil and mash potato. Grate carrot and mix with mashed potato, chopped onion, green chili, coriander, salt, and pepper to make filling. Roll dough into small circles, place filling in center, fold edges, and roll again gently. Heat a pan and cook paratha on medium heat with oil or ghee until golden and crisp on both sides. Serve hot with yogurt or pickle.",30,Medium,Dinner,250,Images/Indian Dinner.jpg
54,Chicken Paratha,"Whole wheat flour, chicken, onion, green chili, garlic, coriander leaves, salt, black pepper, oil or ghee",Indian,non-veg,"Prepare dough by mixing flour with water and salt. Rest for 20 minutes. Cook chicken with chopped onion, garlic, green chili, coriander, salt, and pepper until fully done. Let it cool. Roll dough into small circles, place chicken filling in center, fold edges, and roll gently again. Heat pan and cook paratha with oil or ghee until golden brown on both sides. Serve hot with chutney or yogurt.",35,Medium,Dinner,400,Images/Indian Dinner.jpg
55,Vegetable Idli,"Parboiled rice, split urad dal (lentils), carrot, beans, green chili, ginger, salt, oil (for greasing idli molds), water",Indian,veg,"Soak rice and urad dal separately for 45 hours. Grind urad dal to smooth batter and rice to coarse batter. Mix both batters with salt, cover, and ferment for 810 hours. Chop carrot, beans, green chili, and ginger finely and mix into batter. Grease idli molds with oil. Pour batter into molds. Steam in an idli steamer or pressure cooker (without whistle) for 10 to 12 minutes until cooked. Remove and serve hot with coconut chutney or sambar.",40,Medium,Dinner,250,Images/Indian Dinner.jpg
56,Chicken Stew,"Chicken pieces, onion, garlic, carrot, potato, beans (optional), oil, salt, black pepper, bay leaf, cinnamon stick, water, coriander for garnish",Indian,non-veg,"Heat oil in a pot. Sauteee chopped onion and garlic until soft. Add chicken pieces, salt, black pepper, bay leaf, and cinnamon stick. Cook for 56 minutes. Add chopped carrot, potato, and beans. Pour water to cover all ingredients. Bring to boil, then simmer on low heat for 20 to 25 minutes until chicken and vegetables are tender. Garnish with fresh coriander and serve hot with bread or rice.",35,Easy,Dinner,400,https://media.istockphoto.com/id/1085446276/photo/homemade-french-coq-au-vin-chicken.jpg?s=1024x1024&w=is&k=20&c=m3Gy1NPnngWA_ocDGoBycBs8BQHXl1CVJxgODIXkYR0=
57,Vegetable Dosa,"Parboiled rice, split urad dal, oil, salt, carrot, beans, onion, green chili, coriander leaves (optional)",Indian,veg,"Soak rice and urad dal for 45 hours. Grind to smooth batter, mix, and ferment for 8 hours. Chop carrot, beans, onion, and green chili finely. Mix into batter or use as filling. Heat a non-stick pan or tawa. Pour a ladleful of batter and spread thinly. Drizzle oil around edges. Cook on medium heat until edges lift and base is crisp. Flip if desired. Serve hot with chutney or sambar.",25,Easy,Dinner,250,Images/Indian Dinner.jpg
59,Chicken Risotto,"Arborio rice, chicken breast, onion, garlic, chicken stock, olive oil, butter, salt, black pepper, parmesan cheese, parsley",Italian,non-veg,"Heat olive oil and butter in a pan. Sauteee chopped onion and garlic until translucent. Add diced chicken and cook until lightly browned. Add Arborio rice and toast for 2 minutes. Gradually pour warm chicken stock, stirring continuously until absorbed before adding more. Cook for 25 to 30 minutes until rice is creamy and chicken is fully cooked. Add parmesan cheese, salt, and pepper. Garnish with parsley and serve hot.",45,Medium,Dinner,480,https://media.istockphoto.com/id/1142419934/photo/chicken-spinach-and-rice-casserole.jpg?s=1024x1024&w=is&k=20&c=fxrSMq4XSOMks7VLQLsbdPnE7QNhXWTnVwZnOKQVh_0=
60,Vegetable Calzone,"pizza dough,tomato,cheese,vegetables",Italian,veg,Fill dough with vegetables and cheese. Bake until golden.,35,Medium,Dinner,330,Images/Italian Food.jpg
61,Kung Pao Chicken,"Chicken breast, roasted peanuts, garlic, ginger, green chili, soy sauce, rice vinegar, sugar, cornflour, sesame oil, vegetable oil, spring onion",Chinese,non-veg,"Cut chicken into small cubes. Mix chicken with a little cornflour and salt. Heat vegetable oil in a wok on high heat. Stir-fry chicken until lightly golden and cooked. Remove and set aside. In the same wok, add chopped garlic, ginger, and green chili. Sauteee briefly. Add roasted peanuts, cooked chicken, soy sauce, rice vinegar, sugar, and a splash of water. Stir-fry on high heat for 23 minutes until sauce thickens. Drizzle sesame oil, garnish with chopped spring onion, and serve hot.",30,Medium,Dinner,400,Images/Chinese Food.jpg
62,Veg Hakka Noodles,"Noodles, cabbage, carrot, capsicum, spring onion, garlic, soy sauce, vinegar, oil, salt, black pepper, chili sauce (optional)",Chinese,veg,"Boil noodles until al dente, drain, and toss with a little oil to prevent sticking. Heat oil in a wok on high heat. Add minced garlic and saut until fragrant. Add thinly sliced cabbage, carrot, and capsicum. Stir-fry for 23 minutes until vegetables are tender-crisp. Add cooked noodles, soy sauce, vinegar, salt, black pepper, and chili sauce if using. Toss everything well for 23 minutes. Garnish with chopped spring onion and serve hot.",25,Easy,Lunch,250,https://images.unsplash.com/photo-1741243412484-558eb91fe8c7?q=80&w=387&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
63,Sweet and Sour Chicken,"Chicken breast, onion, bell pepper, garlic, ginger, soy sauce, ketchup, vinegar, sugar, cornflour, vegetable oil, salt, black pepper",Chinese,non-veg,"Cut chicken into bite-sized pieces, coat lightly with cornflour, salt, and pepper. Heat oil in a pan and fry chicken until golden and cooked. Remove and set aside. In the same pan, saut minced garlic and ginger until aromatic. Add chopped onion and bell pepper, stir-fry for 23 minutes. Mix soy sauce, ketchup, vinegar, and sugar to make sweet-sour sauce. Add to the pan along with fried chicken. Toss well on high heat for 23 minutes until sauce thickens. Serve hot.",35,Medium,Dinner,400,Images/Chinese Food.jpg
64,Mapo Tofu,"Soft tofu, garlic, ginger, soy sauce, chili bean paste, vegetable oil, spring onion, sesame oil, cornstarch, water",Chinese,veg,"Cut tofu into small cubes and set aside. Heat vegetable oil in a pan on medium heat. Add minced garlic and ginger and saut until fragrant. Add chili bean paste and stir for 30 seconds. Add tofu cubes gently, pour a little water, and simmer for 34 minutes. Mix cornstarch with water and add to pan to thicken sauce. Drizzle sesame oil, garnish with chopped spring onion, and serve hot.",25,Medium,Dinner,250,Images/Chinese Food.jpg
65,Chinese Vegetable Soup,"Carrot, cabbage, onion, garlic, ginger, spring onion, vegetable stock or water, salt, black pepper, sesame oil (optional)",Chinese,veg,"Heat a pot with a little oil. Add minced garlic and ginger, saut briefly. Add chopped carrot, cabbage, and onion. Stir-fry for 23 minutes. Pour in vegetable stock or water. Bring to boil, then simmer for 10 to 12 minutes until vegetables are tender. Season with salt and black pepper. Drizzle sesame oil and garnish with spring onion. Serve hot.",20,Easy,Lunch,170,https://plus.unsplash.com/premium_photo-1705851313909-97dbf2bf54d6?q=80&w=387&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
66,Italian Minestrone Soup,"Tomato, carrot, beans, zucchini, pasta (small shapes), onion, garlic, olive oil, vegetable stock, salt, black pepper, oregano, basil",Italian,veg,"Heat olive oil in a pot. Sauteee chopped onion and garlic until translucent. Add chopped carrot, beans, and zucchini, stir for 23 minutes. Add chopped tomato and cook until softened. Pour in vegetable stock and bring to a boil. Add pasta and cook until tender, stirring occasionally. Season with salt, black pepper, oregano, and basil. Serve hot.",30,Easy,Lunch,170,Images/Italian Food.jpg
67,Pesto Pasta,"Pasta, fresh basil leaves, garlic, pine nuts, olive oil, parmesan cheese, salt, black pepper, lemon juice (optional)",Italian,veg,"Boil pasta until al dente, drain, and set aside. In a blender, combine basil leaves, garlic, pine nuts, olive oil, parmesan cheese, salt, black pepper, and lemon juice (optional) to make pesto sauce. Toss cooked pasta with pesto sauce until evenly coated. Serve warm, garnished with extra parmesan.",20,Easy,Lunch,430,Images/Italian Food.jpg
68,Chicken Parmigiana,"Chicken breast, tomato sauce, mozzarella cheese, parmesan cheese, olive oil, garlic, flour, egg, breadcrumbs, salt, black pepper, Italian herbs",Italian,non-veg,"Pound chicken breast to even thickness. Season with salt, pepper, and Italian herbs. Coat chicken with flour, dip in beaten egg, and coat with breadcrumbs. Heat olive oil in a pan and cook chicken until golden brown. Place cooked chicken in a baking dish, spread tomato sauce over it, sprinkle mozzarella and parmesan. Bake in preheated oven at 200C for 15 to 20 minutes until cheese melts. Serve hot.",40,Medium,Dinner,480,Images/Italian Food.jpg
69,Mushroom Risotto,"Arborio rice, mushrooms, onion, garlic, olive oil, vegetable stock, parmesan cheese, butter, salt, black pepper, parsley",Italian,veg,"Heat olive oil and butter in a pan. Sauteee chopped onion and garlic until soft. Add sliced mushrooms and cook until they release moisture. Add Arborio rice and toast for 2 minutes. Gradually add warm vegetable stock, stirring continuously, letting rice absorb liquid before adding more. Cook for 20 to 25 minutes until rice is creamy and tender. Add parmesan cheese, salt, pepper, and garnish with parsley. Serve hot.",45,Medium,Dinner,330,Images/Italian Food.jpg
70,Spaghetti Aglio Olio,"Spaghetti pasta, garlic, olive oil, dried chili flakes, salt, black pepper, parsley (optional)",Italian,veg,"Boil spaghetti in salted water until al dente, drain, and reserve some pasta water. Heat olive oil in a pan on medium heat. Sauteee sliced garlic until golden. Add chili flakes and cooked spaghetti. Toss quickly, adding a little reserved pasta water to coat evenly. Season with salt and black pepper. Garnish with chopped parsley and serve hot.",20,Easy,Dinner,250,Images/Italian Food.jpg
71,Chicken Chow Mein,"Noodles, chicken breast, garlic, ginger, soy sauce, oyster sauce, spring onion, carrot, cabbage, bell pepper, vegetable oil, salt, black pepper",Chinese,non-veg,"Boil noodles until al dente, drain, and toss with a little oil to prevent sticking. Heat oil in a wok on high heat. Add minced garlic and ginger, saut briefly. Add sliced chicken and stir-fry until fully cooked. Remove and set aside. Add sliced carrot, cabbage, and bell pepper to the wok. Stir-fry for 23 minutes until tender-crisp. Return cooked chicken to the wok. Add noodles, soy sauce, oyster sauce, salt, and black pepper. Toss everything on high heat for 23 minutes until well combined. Garnish with chopped spring onion and serve hot.",30,Easy,Dinner,400,https://plus.unsplash.com/premium_photo-1661432484710-90bd17326a97?q=80&w=1032&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
72,Vegetable Manchow Soup,"Cabbage, carrot, beans, spring onion, garlic, ginger, soy sauce, cornflour, vegetable stock, black pepper, oil, chili sauce (optional)",Chinese,veg,"Finely chop all vegetables. Heat oil in a pot and saut minced garlic and ginger until fragrant. Add vegetables and stir-fry for 23 minutes. Pour in vegetable stock and bring to a boil. Mix cornflour with water and add to soup to thicken slightly. Season with soy sauce, black pepper, and chili sauce if using. Simmer for 5 minutes. Garnish with chopped spring onion and serve hot.",25,Easy,Lunch,170,https://media.istockphoto.com/id/1331132332/photo/vegetable-manchow-soup.jpg?s=1024x1024&w=is&k=20&c=mZbuAr4_2G7xRGEd6wMv92pmTV3m0OC74bPPTNQqu-g=
73,Italian Stuffed Peppers,"Bell peppers, cooked rice, mozzarella cheese, parmesan cheese, onion, garlic, tomato, olive oil, salt, black pepper, Italian herbs (oregano, basil)",Italian,veg,"Preheat oven to 200C. Cut the tops off bell peppers and remove seeds. Heat olive oil in a pan, saut chopped onion and garlic until translucent. Add diced tomato, cooked rice, salt, pepper, and Italian herbs. Mix well. Stuff the mixture into bell peppers, top with mozzarella and parmesan cheese. Place peppers in a baking dish and bake for 20 to 25 minutes until tender and cheese is melted. Serve hot.",35,Medium,Dinner,330,Images/Italian Food.jpg
74,Chicken Piccata,"Chicken breast, garlic, lemon juice, olive oil, butter, flour, chicken stock, capers (optional), salt, black pepper, parsley",Italian,non-veg,"Pound chicken breast to even thickness and season with salt and pepper. Lightly coat chicken in flour. Heat olive oil and butter in a pan on medium heat. Pan-fry chicken until golden brown and cooked through. Remove and keep warm. In the same pan, saut minced garlic briefly. Add lemon juice, chicken stock, and capers. Simmer for 23 minutes. Return chicken to the pan and coat with sauce. Garnish with chopped parsley and serve hot.",30,Medium,Dinner,400,Images/Italian Food.jpg
75,Veg Fried Rice,"Cooked rice, carrot, peas, beans, bell pepper, garlic, spring onion, soy sauce, vegetable oil, salt, black pepper",Chinese,veg,"Heat oil in a wok on high heat. Add minced garlic and saut until fragrant. Add chopped carrot, peas, beans, and bell pepper. Stir-fry for 23 minutes until vegetables are tender-crisp. Add cooked rice, soy sauce, salt, and black pepper. Toss well on high heat for 23 minutes. Garnish with chopped spring onion and serve hot.",20,Easy,Lunch,250,https://media.istockphoto.com/id/1292618457/photo/healthy-and-tasty-veg-fried-rice-made-of-mixed-veggies-served-in-bowl-over-a-rustic-wooden.jpg?s=1024x1024&w=is&k=20&c=ehbTO6Pj5OHb6oqw75rR5MHSNitpiFGZM2v0QF00VeM=
76,Szechuan Vegetables,"Carrot, beans, bell pepper, garlic, ginger, spring onion, soy sauce, vinegar, chili paste, vegetable oil, salt, black pepper",Chinese,veg,"Heat oil in a wok on high heat. Add minced garlic and ginger, saut briefly. Add chopped carrot, beans, and bell pepper. Stir-fry for 34 minutes until tender-crisp. Mix soy sauce, vinegar, chili paste, salt, and black pepper in a small bowl. Pour sauce over vegetables and stir-fry for 2 more minutes until coated. Garnish with spring onion and serve hot.",25,Medium,Dinner,250,Images/Chinese Food.jpg
77,Italian Baked Ziti,"Ziti pasta, tomato sauce, mozzarella cheese, parmesan cheese, onion, garlic, olive oil, basil, salt, black pepper",Italian,veg,"Preheat oven to 200C. Boil ziti pasta until al dente, drain and set aside. Heat olive oil in a pan. Sauteee chopped onion and garlic until translucent. Add tomato sauce, salt, black pepper, and basil. Simmer for 57 minutes. Mix cooked pasta with sauce and half of the mozzarella cheese. Transfer to a baking dish, top with remaining mozzarella and parmesan. Bake for 20 to 25 minutes until bubbly and golden. Serve hot.",40,Medium,Dinner,430,Images/Italian Food.jpg
78,Chicken Lasagna,"Lasagna sheets, chicken breast, tomato sauce, mozzarella cheese, parmesan cheese, onion, garlic, olive oil, salt, black pepper, Italian herbs (oregano, basil)",Italian,non-veg,"Preheat oven to 200C. Boil lasagna sheets as per instructions. Heat olive oil in a pan, saut chopped onion and garlic until soft. Add diced chicken, season with salt, black pepper, and Italian herbs, cook until done. Layer a baking dish with sauce, lasagna sheets, chicken mixture, and mozzarella cheese. Repeat layers and finish with parmesan on top. Bake for 3035 minutes until golden. Serve hot.",50,Medium,Dinner,580,Images/Italian Food.jpg
79,Garlic Mushroom Pasta,"Pasta, mushrooms, garlic, olive oil, parmesan cheese, butter, salt, black pepper, parsley",Italian,veg,"Boil pasta until al dente, drain, and set aside. Heat olive oil and a small amount of butter in a pan. Sauteee minced garlic until fragrant. Add sliced mushrooms and cook until tender and slightly browned. Toss in cooked pasta, add salt, black pepper, and parmesan cheese. Mix well. Garnish with chopped parsley and serve warm.",25,Easy,Lunch,430,Images/Italian Food.jpg
80,Hot and Sour Soup,"Tofu, mushrooms, carrot, cabbage, garlic, ginger, soy sauce, vinegar, chili paste, cornflour, vegetable stock, sesame oil, salt, black pepper, spring onion",Chinese,veg,"Heat vegetable stock in a pot. Add minced garlic and ginger, saut briefly. Add sliced mushrooms, carrot, and cabbage. Boil for 57 minutes until vegetables are tender. Mix soy sauce, vinegar, chili paste, and cornflour slurry. Pour into soup, stirring to thicken. Add cubed tofu and simmer for 23 minutes. Season with salt and black pepper. Drizzle sesame oil, garnish with chopped spring onion, and serve hot.",30,Medium,Lunch,170,https://media.istockphoto.com/id/1331132332/photo/vegetable-manchow-soup.jpg?s=1024x1024&w=is&k=20&c=mZbuAr4_2G7xRGEd6wMv92pmTV3m0OC74bPPTNQqu-g=
81,Chicken Hot and Sour Soup,"Chicken breast, mushrooms, carrot, cabbage, garlic, ginger, soy sauce, vinegar, chili paste, cornflour, chicken stock, sesame oil, salt, black pepper, spring onion",Chinese,non-veg,"Heat chicken stock in a pot and bring to a boil. Add minced garlic and ginger and saut briefly. Add sliced mushrooms, carrot, and cabbage. Boil until vegetables are tender. Mix soy sauce, vinegar, chili paste, and cornflour slurry. Pour into soup, stirring to thicken. Add shredded cooked chicken and simmer for 23 minutes. Season with salt and black pepper, drizzle sesame oil, garnish with chopped spring onion, and serve hot.",30,Medium,Lunch,320,https://media.istockphoto.com/id/1333237441/photo/hot-and-sour-soup.jpg?s=1024x1024&w=is&k=20&c=FHAebmIZGZ-7JEn14PnZhZiW-OVBywgwVGRAGnqvkiU=
82,Italian Chicken Stew,"Chicken pieces, tomato, onion, garlic, olive oil, carrots, celery, potatoes, chicken stock, salt, black pepper, Italian herbs (oregano, basil, thyme)",Italian,non-veg,"Heat olive oil in a large pot. Sauteee chopped onion and garlic until translucent. Add chicken pieces and brown lightly on all sides. Add chopped tomato, carrots, celery, and potatoes. Pour in chicken stock. Season with salt, pepper, and Italian herbs. Simmer on low heat for 3040 minutes until chicken is tender and vegetables are cooked. Serve hot with bread or over rice.",45,Medium,Dinner,400,Images/Italian Food.jpg
83,Veg Spring Roll Bowl,"Cabbage, carrot, bell pepper, garlic, ginger, cooked noodles, soy sauce, sesame oil, spring onion, vegetable oil, salt, black pepper",Chinese,veg,"Heat vegetable oil in a wok. Sauteee minced garlic and ginger until fragrant. Add chopped cabbage, carrot, and bell pepper. Stir-fry for 34 minutes until tender-crisp. Add cooked noodles, soy sauce, sesame oil, salt, and black pepper. Toss well to combine. Garnish with chopped spring onion and serve hot in a bowl.",20,Easy,Snack,250,Images/Chinese Snacks.jpg
84,Lemon Garlic Pasta,"Pasta, garlic, lemon juice, lemon zest, olive oil, parmesan cheese, salt, black pepper, parsley",Italian,veg,"Boil pasta until al dente, drain, and set aside. Heat olive oil in a pan, saut minced garlic until fragrant. Add cooked pasta, lemon juice, and lemon zest. Toss to combine. Season with salt and black pepper. Add parmesan cheese, mix well, and garnish with chopped parsley. Serve warm.",20,Easy,Lunch,430,Images/Italian Food.jpg
85,Chicken Garlic Noodles,"Noodles, chicken breast, garlic, soy sauce, oyster sauce, spring onion, vegetable oil, carrot, bell pepper, salt, black pepper",Chinese,non-veg,"Cook noodles until al dente, drain, and set aside. Heat vegetable oil in a wok on high heat. Add minced garlic and saut briefly. Add sliced chicken and cook until done. Add julienned carrot and bell pepper, stir-fry for 23 minutes. Add noodles, soy sauce, oyster sauce, salt, and black pepper. Toss everything well for 23 minutes. Garnish with chopped spring onion and serve hot.",25,Easy,Lunch,400,https://images.unsplash.com/photo-1741243412484-558eb91fe8c7?q=80&w=387&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
86,Italian Veg Wrap,"Flatbread, bell pepper, zucchini, carrot, onion, spinach, mozzarella cheese, olive oil, salt, black pepper",Italian,veg,"Slice all vegetables thinly. Heat olive oil in a pan and saut vegetables for 34 minutes until tender-crisp. Warm flatbread on a separate pan. Place sauted vegetables on the flatbread, sprinkle mozzarella cheese. Fold or roll tightly, press lightly, and grill for 23 minutes until flatbread is warm and cheese melts. Serve warm.",20,Easy,Snack,330,Images/Italian Snacks.jpg
87,Chicken Milanese,"Chicken breast, breadcrumbs, parmesan cheese, flour, egg, olive oil, salt, black pepper, lemon wedges",Italian,non-veg,"Pound chicken breast to even thickness. Season with salt and black pepper. Dredge chicken in flour, dip in beaten egg, and coat with breadcrumbs mixed with parmesan cheese. Heat olive oil in a pan on medium heat. Pan-fry chicken until golden brown and cooked through on both sides. Serve hot with lemon wedges.",30,Medium,Dinner,480,Images/Italian Food.jpg
88,Veg Chili Garlic,"Carrot, beans, bell pepper, broccoli, garlic, ginger, soy sauce, chili sauce, sesame oil, vegetable oil, spring onion, salt, black pepper",Chinese,veg,"Heat vegetable oil in a wok. Sauteee minced garlic and ginger until fragrant. Add chopped vegetables and stir-fry on high heat for 34 minutes until tender-crisp. Add soy sauce, chili sauce, salt, and black pepper. Toss well for 23 minutes. Drizzle sesame oil, garnish with spring onion, and serve hot.",20,Easy,Dinner,250,Images/Chinese Food.jpg
89,Italian Creamy Mushroom,"Mushrooms, garlic, olive oil, butter, heavy cream, parmesan cheese, salt, black pepper, parsley",Italian,veg,"Heat olive oil and butter in a pan. Sauteee minced garlic until fragrant. Add sliced mushrooms and cook until tender and slightly browned. Pour in heavy cream and simmer for 34 minutes until slightly thickened. Add parmesan cheese, salt, and black pepper. Mix well and garnish with chopped parsley. Serve hot.",30,Medium,Dinner,330,Images/Italian Food.jpg
90,Chicken Szechuan Noodles,"Noodles, chicken breast, garlic, ginger, soy sauce, chili sauce, spring onion, vegetable oil, carrot, bell pepper, salt, black pepper",Chinese,non-veg,"Cook noodles until al dente, drain, and set aside. Heat vegetable oil in a wok on high heat. Sauteee minced garlic and ginger briefly. Add sliced chicken and cook until fully done. Add julienned carrot and bell pepper, stir-fry for 23 minutes. Add noodles, soy sauce, chili sauce, salt, and black pepper. Toss well on high heat until noodles are coated and hot. Garnish with chopped spring onion and serve hot.",30,Medium,Lunch,400,https://images.unsplash.com/photo-1741243412484-558eb91fe8c7?q=80&w=387&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
91,Veg Dumpling Soup,"Vegetable dumplings, garlic, ginger, spring onion, soy sauce, vegetable stock, sesame oil, salt, black pepper",Chinese,veg,"Heat vegetable stock in a pot and bring to a boil. Add minced garlic and ginger, saut briefly. Add vegetable dumplings and simmer until dumplings are cooked through. Season with soy sauce, salt, and black pepper. Drizzle sesame oil, garnish with chopped spring onion, and serve hot.",25,Easy,Snack,170,Images/Chinese Snacks.jpg
92,Italian Tomato Bruschetta,"Bread slices, tomatoes, garlic, olive oil, basil leaves, salt, black pepper",Italian,veg,"Toast bread slices until golden brown. Finely chop tomatoes and garlic. Mix with olive oil, salt, black pepper, and chopped basil. Spread the tomato mixture evenly on toasted bread and serve fresh immediately.",15,Easy,Breakfast,250,Images/Italian Breakfast.jpg
93,Chicken Bruschetta,"Bread slices, cooked chicken breast, tomatoes, garlic, olive oil, basil leaves, salt, black pepper",Italian,non-veg,"Toast bread slices until golden. Chop cooked chicken and tomatoes. Mix with minced garlic, olive oil, salt, black pepper, and chopped basil. Top each toasted bread slice with the chicken-tomato mixture and serve warm.",20,Easy,Breakfast,400,https://media.istockphoto.com/id/954487780/photo/tasty-crunchy-italian-snack-bruschetta-with-grilled-chicken-gar.jpg?s=1024x1024&w=is&k=20&c=urnvdkHIvAsv9FVT7oU6HvO8ztx8ug21GM27qVwvP4g=
